,,,SolarPV_01,BESS_01,AEL_01,PEMEL_01,HEMEL_01,H2Tank_01
period1,sc01,t3879, 11.495866056 ,,,,,
period1,sc01,t3880, 11.294071428 ,,,,,
period1,sc01,t3881, 10.442782002 ,,,,,
period1,sc01,t3882, 7.808171034 ,,,,,
period1,sc01,t3883, 4.7664369714 ,,,,,
period1,sc01,t3884, 1.6274602872 ,,,,,
period1,sc01,t3885, 0.13182983556 ,,,,,
period1,sc01,t3886, 0.00005007905 ,,,,,
period1,sc01,t3887, 0.000039410036 ,,,,,
period1,sc01,t3888, 0.000032877988 ,,,,,
period1,sc01,t3889, 0.000032442516 ,,,,,
period1,sc01,t3890, 0.000037232688 ,,,,,
period1,sc01,t3891, 0.000040280974 ,,,,,
period1,sc01,t3892, 0.000067933324 ,,,,,
period1,sc01,t3893, 0.000125850832 ,,,,,
period1,sc01,t3894, 0.03636392304 ,,,,,
period1,sc01,t3895, 1.0129511406 ,,,,,
period1,sc01,t3896, 4.201172952 ,,,,,
period1,sc01,t3897, 8.334739188 ,,,,,
period1,sc01,t3898, 12.222628482 ,,,,,
period1,sc01,t3899, 15.566561304 ,,,,,
period1,sc01,t3900, 17.291943546 ,,,,,
period1,sc01,t3901, 18.090872076 ,,,,,
period1,sc01,t3902, 17.72383617 ,,,,,
period1,sc01,t3903, 17.296888314 ,,,,,
period1,sc01,t3904, 15.793634958 ,,,,,
period1,sc01,t3905, 13.02567219 ,,,,,
period1,sc01,t3906, 9.519822912 ,,,,,
period1,sc01,t3907, 5.5977122034 ,,,,,
period1,sc01,t3908, 1.976206443 ,,,,,
period1,sc01,t3909, 0.1584218115 ,,,,,
period1,sc01,t3910, 0.00003832136 ,,,,,
period1,sc01,t3911, 0.000037232688 ,,,,,
period1,sc01,t3912, 0.00003266025 ,,,,,
period1,sc01,t3913, 0.000034619866 ,,,,,
period1,sc01,t3914, 0.00003266025 ,,,,,
period1,sc01,t3915, 0.00004180512 ,,,,,
period1,sc01,t3916, 0.000073812168 ,,,,,
period1,sc01,t3917, 0.000150237152 ,,,,,
period1,sc01,t3918, 0.03041975748 ,,,,,
period1,sc01,t3919, 0.8628642246 ,,,,,
period1,sc01,t3920, 4.0007369928 ,,,,,
period1,sc01,t3921, 8.343074088 ,,,,,
period1,sc01,t3922, 12.21233397 ,,,,,
period1,sc01,t3923, 14.839720488 ,,,,,
period1,sc01,t3924, 16.252838082 ,,,,,
period1,sc01,t3925, 16.836026052 ,,,,,
period1,sc01,t3926, 16.456866672 ,,,,,
period1,sc01,t3927, 15.328376622 ,,,,,
period1,sc01,t3928, 13.813391712 ,,,,,
period1,sc01,t3929, 11.55586947 ,,,,,
period1,sc01,t3930, 8.511176388 ,,,,,
period1,sc01,t3931, 5.655886641 ,,,,,
period1,sc01,t3932, 2.2704948966 ,,,,,
period1,sc01,t3933, 0.19694131116 ,,,,,
period1,sc01,t3934, 0.000038974568 ,,,,,
period1,sc01,t3935, 0.000034837598 ,,,,,
period1,sc01,t3936, 0.000048119436 ,,,,,
period1,sc01,t3937, 0.000046377556 ,,,,,
period1,sc01,t3938, 0.00004441794 ,,,,,
period1,sc01,t3939, 0.000048554906 ,,,,,
period1,sc01,t3940, 0.000071417084 ,,,,,
period1,sc01,t3941, 0.000159382024 ,,,,,
period1,sc01,t3942, 0.03797733936 ,,,,,
period1,sc01,t3943, 1.3438713312 ,,,,,
period1,sc01,t3944, 5.1910006338 ,,,,,
period1,sc01,t3945, 9.75242922 ,,,,,
period1,sc01,t3946, 13.723791576 ,,,,,
period1,sc01,t3947, 15.839339718 ,,,,,
period1,sc01,t3948, 16.21452108 ,,,,,
period1,sc01,t3949, 16.223496114 ,,,,,
period1,sc01,t3950, 15.601422852 ,,,,,
period1,sc01,t3951, 13.945659192 ,,,,,
period1,sc01,t3952, 12.01289088 ,,,,,
period1,sc01,t3953, 10.075576266 ,,,,,
period1,sc01,t3954, 7.535183592 ,,,,,
period1,sc01,t3955, 4.3302593256 ,,,,,
period1,sc01,t3956, 1.5436214244 ,,,,,
period1,sc01,t3957, 0.112468839 ,,,,,
period1,sc01,t3958, 0.000037232688 ,,,,,
period1,sc01,t3959, 0.000033313456 ,,,,,
period1,sc01,t3960, 0.00003570854 ,,,,,
period1,sc01,t3961, 0.000034184396 ,,,,,
period1,sc01,t3962, 0.000034837598 ,,,,,
period1,sc01,t3963, 0.00003570854 ,,,,,
period1,sc01,t3964, 0.000074900844 ,,,,,
period1,sc01,t3965, 0.00012280254 ,,,,,
period1,sc01,t3966, 0.04787992734 ,,,,,
period1,sc01,t3967, 1.0394973924 ,,,,,
period1,sc01,t3968, 3.910758003 ,,,,,
period1,sc01,t3969, 7.750401576 ,,,,,
period1,sc01,t3970, 11.45050749 ,,,,,
period1,sc01,t3971, 13.761697074 ,,,,,
period1,sc01,t3972, 15.700755744 ,,,,,
period1,sc01,t3973, 15.864259488 ,,,,,
period1,sc01,t3974, 15.18458661 ,,,,,
period1,sc01,t3975, 13.938402084 ,,,,,
period1,sc01,t3976, 12.26623644 ,,,,,
period1,sc01,t3977, 9.26418459 ,,,,,
period1,sc01,t3978, 6.985002072 ,,,,,
period1,sc01,t3979, 4.4255227446 ,,,,,
period1,sc01,t3980, 2.0221267554 ,,,,,
period1,sc01,t3981, 0.2392036755 ,,,,,
period1,sc01,t3982, 0.000042240592 ,,,,,
period1,sc01,t3983, 0.000039192302 ,,,,,
period1,sc01,t3984, 0.00003570854 ,,,,,
period1,sc01,t3985, 0.000036797214 ,,,,,
period1,sc01,t3986, 0.000036361746 ,,,,,
period1,sc01,t3987, 0.000038974568 ,,,,,
period1,sc01,t3988, 0.00006227221 ,,,,,
period1,sc01,t3989, 0.000161994842 ,,,,,
period1,sc01,t3990, 0.000940832952 ,,,,,
period1,sc01,t3991, 1.2970691928 ,,,,,
period1,sc01,t3992, 5.669179365 ,,,,,
period1,sc01,t3993, 10.936004034 ,,,,,
period1,sc01,t3994, 15.497145204 ,,,,,
period1,sc01,t3995, 18.505088964 ,,,,,
period1,sc01,t3996, 19.68908184 ,,,,,
period1,sc01,t3997, 19.813073214 ,,,,,
period1,sc01,t3998, 19.679192316 ,,,,,
period1,sc01,t3999, 18.897351636 ,,,,,
period1,sc01,t4000, 17.388630954 ,,,,,
period1,sc01,t4001, 15.151292742 ,,,,,
period1,sc01,t4002, 11.89704498 ,,,,,
period1,sc01,t4003, 7.784283318 ,,,,,
period1,sc01,t4004, 3.3527968128 ,,,,,
period1,sc01,t4005, 0.39617537178 ,,,,,
period1,sc01,t4006, 0.000047248498 ,,,,,
period1,sc01,t4007, 0.000033531192 ,,,,,
period1,sc01,t4008, 0.000034184396 ,,,,,
period1,sc01,t4009, 0.000036361746 ,,,,,
period1,sc01,t4010, 0.00003440213 ,,,,,
period1,sc01,t4011, 0.000045506618 ,,,,,
period1,sc01,t4012, 0.000079255542 ,,,,,
period1,sc01,t4013, 0.000171792918 ,,,,,
period1,sc01,t4014, 0.04689358776 ,,,,,
period1,sc01,t4015, 1.858472772 ,,,,,
period1,sc01,t4016, 6.68268573 ,,,,,
period1,sc01,t4017, 12.151781868 ,,,,,
period1,sc01,t4018, 16.540555296 ,,,,,
period1,sc01,t4019, 19.466639406 ,,,,,
period1,sc01,t4020, 21.512144364 ,,,,,
period1,sc01,t4021, 22.49556411 ,,,,,
period1,sc01,t4022, 22.60601454 ,,,,,
period1,sc01,t4023, 21.845344242 ,,,,,
period1,sc01,t4024, 20.040382026 ,,,,,
period1,sc01,t4025, 17.390779998 ,,,,,
period1,sc01,t4026, 13.405393326 ,,,,,
period1,sc01,t4027, 8.464798836 ,,,,,
period1,sc01,t4028, 3.6883090362 ,,,,,
period1,sc01,t4029, 0.44353273518 ,,,,,
period1,sc01,t4030, 0.000045506618 ,,,,,
period1,sc01,t4031, 0.00004485341 ,,,,,
period1,sc01,t4032, 0.000048990378 ,,,,,
period1,sc01,t4033, 0.000048554906 ,,,,,
period1,sc01,t4034, 0.00004833717 ,,,,,
period1,sc01,t4035, 0.000060312596 ,,,,,
period1,sc01,t4036, 0.000093408316 ,,,,,
period1,sc01,t4037, 0.000181590996 ,,,,,
period1,sc01,t4038, 0.05787396402 ,,,,,
period1,sc01,t4039, 1.938098463 ,,,,,
period1,sc01,t4040, 6.805351098 ,,,,,
period1,sc01,t4041, 12.325220862 ,,,,,
period1,sc01,t4042, 16.892979 ,,,,,
period1,sc01,t4043, 20.119249998 ,,,,,
period1,sc01,t4044, 21.881799612 ,,,,,
period1,sc01,t4045, 22.781080026 ,,,,,
period1,sc01,t4046, 22.76202603 ,,,,,
period1,sc01,t4047, 21.716316654 ,,,,,
period1,sc01,t4048, 20.05845621 ,,,,,
period1,sc01,t4049, 17.494162758 ,,,,,
period1,sc01,t4050, 13.830309714 ,,,,,
period1,sc01,t4051, 8.862430854 ,,,,,
period1,sc01,t4052, 3.7748521692 ,,,,,
period1,sc01,t4053, 0.42706543674 ,,,,,
period1,sc01,t4054, 0.000060312596 ,,,,,
period1,sc01,t4055, 0.000047030758 ,,,,,
period1,sc01,t4056, 0.00004441794 ,,,,,
period1,sc01,t4057, 0.000042022854 ,,,,,
period1,sc01,t4058, 0.000036144012 ,,,,,
period1,sc01,t4059, 0.000044635676 ,,,,,
period1,sc01,t4060, 0.000079037808 ,,,,,
period1,sc01,t4061, 0.000172228386 ,,,,,
period1,sc01,t4062, 0.05458181088 ,,,,,
period1,sc01,t4063, 1.880139582 ,,,,,
period1,sc01,t4064, 6.637915056 ,,,,,
period1,sc01,t4065, 12.06197271 ,,,,,
period1,sc01,t4066, 16.57469832 ,,,,,
period1,sc01,t4067, 19.647858066 ,,,,,
period1,sc01,t4068, 21.520217982 ,,,,,
period1,sc01,t4069, 22.529262954 ,,,,,
period1,sc01,t4070, 22.627622574 ,,,,,
period1,sc01,t4071, 21.922200342 ,,,,,
period1,sc01,t4072, 20.275117782 ,,,,,
period1,sc01,t4073, 17.626038324 ,,,,,
period1,sc01,t4074, 13.734321246 ,,,,,
period1,sc01,t4075, 8.73367761 ,,,,,
period1,sc01,t4076, 3.6949717284 ,,,,,
period1,sc01,t4077, 0.4307756412 ,,,,,
period1,sc01,t4078, 0.000044200206 ,,,,,
period1,sc01,t4079, 0.000032442516 ,,,,,
period1,sc01,t4080, 0.000031789312 ,,,,,
period1,sc01,t4081, 0.000031789312 ,,,,,
period1,sc01,t4082, 0.000033095718 ,,,,,
period1,sc01,t4083, 0.000045506618 ,,,,,
period1,sc01,t4084, 0.00007468311 ,,,,,
period1,sc01,t4085, 0.000172663856 ,,,,,
period1,sc01,t4086, 0.05659368222 ,,,,,
period1,sc01,t4087, 1.9226958882 ,,,,,
period1,sc01,t4088, 6.760926624 ,,,,,
period1,sc01,t4089, 12.25384515 ,,,,,
period1,sc01,t4090, 16.779589134 ,,,,,
period1,sc01,t4091, 19.927821738 ,,,,,
period1,sc01,t4092, 21.834651276 ,,,,,
period1,sc01,t4093, 22.730032044 ,,,,,
period1,sc01,t4094, 22.809109044 ,,,,,
period1,sc01,t4095, 22.05340311 ,,,,,
period1,sc01,t4096, 20.35561224 ,,,,,
period1,sc01,t4097, 17.570450568 ,,,,,
period1,sc01,t4098, 13.661031642 ,,,,,
period1,sc01,t4099, 8.732136054 ,,,,,
period1,sc01,t4100, 3.6902882484 ,,,,,
period1,sc01,t4101, 0.43169012844 ,,,,,
period1,sc01,t4102, 0.000046813028 ,,,,,
period1,sc01,t4103, 0.000034619866 ,,,,,
period1,sc01,t4104, 0.000032007048 ,,,,,
period1,sc01,t4105, 0.00004267606 ,,,,,
period1,sc01,t4106, 0.00003832136 ,,,,,
period1,sc01,t4107, 0.000050949992 ,,,,,
period1,sc01,t4108, 0.000077078192 ,,,,,
period1,sc01,t4109, 0.000162865784 ,,,,,
period1,sc01,t4110, 0.05605805412 ,,,,,
period1,sc01,t4111, 1.7726416338 ,,,,,
period1,sc01,t4112, 6.377351574 ,,,,,
period1,sc01,t4113, 11.776188984 ,,,,,
period1,sc01,t4114, 16.212241386 ,,,,,
period1,sc01,t4115, 19.229264694 ,,,,,
period1,sc01,t4116, 21.126563982 ,,,,,
period1,sc01,t4117, 21.948139116 ,,,,,
period1,sc01,t4118, 21.762557046 ,,,,,
period1,sc01,t4119, 20.74462194 ,,,,,
period1,sc01,t4120, 18.965017152 ,,,,,
period1,sc01,t4121, 16.177889346 ,,,,,
period1,sc01,t4122, 12.235927734 ,,,,,
period1,sc01,t4123, 7.429462356 ,,,,,
period1,sc01,t4124, 2.8508675508 ,,,,,
period1,sc01,t4125, 0.2711845929 ,,,,,
period1,sc01,t4126, 0.000041369652 ,,,,,
period1,sc01,t4127, 0.000036144012 ,,,,,
period1,sc01,t4128, 0.000033313456 ,,,,,
period1,sc01,t4129, 0.00003396666 ,,,,,
period1,sc01,t4130, 0.000037232688 ,,,,,
period1,sc01,t4131, 0.00004528888 ,,,,,
period1,sc01,t4132, 0.000067933324 ,,,,,
period1,sc01,t4133, 0.000148930744 ,,,,,
period1,sc01,t4134, 0.04750760058 ,,,,,
period1,sc01,t4135, 1.3468303494 ,,,,,
period1,sc01,t4136, 5.2414215288 ,,,,,
period1,sc01,t4137, 10.067535306 ,,,,,
period1,sc01,t4138, 14.603273334 ,,,,,
period1,sc01,t4139, 17.949845112 ,,,,,
period1,sc01,t4140, 20.178521826 ,,,,,
period1,sc01,t4141, 21.165344754 ,,,,,
period1,sc01,t4142, 20.87334906 ,,,,,
period1,sc01,t4143, 19.705830012 ,,,,,
period1,sc01,t4144, 17.221848126 ,,,,,
period1,sc01,t4145, 13.77400344 ,,,,,
period1,sc01,t4146, 10.1475072 ,,,,,
period1,sc01,t4147, 6.138213222 ,,,,,
period1,sc01,t4148, 2.3601930102 ,,,,,
period1,sc01,t4149, 0.2601715563 ,,,,,
period1,sc01,t4150, 0.00004267606 ,,,,,
period1,sc01,t4151, 0.000038103626 ,,,,,
period1,sc01,t4152, 0.000045071148 ,,,,,
period1,sc01,t4153, 0.000051820932 ,,,,,
period1,sc01,t4154, 0.000050296786 ,,,,,
period1,sc01,t4155, 0.000057046572 ,,,,,
period1,sc01,t4156, 0.000085352124 ,,,,,
period1,sc01,t4157, 0.000168962364 ,,,,,
period1,sc01,t4158, 0.03532532706 ,,,,,
period1,sc01,t4159, 1.3509782028 ,,,,,
period1,sc01,t4160, 5.4919844394 ,,,,,
period1,sc01,t4161, 10.6679091 ,,,,,
period1,sc01,t4162, 15.415416192 ,,,,,
period1,sc01,t4163, 18.695779098 ,,,,,
period1,sc01,t4164, 20.76762129 ,,,,,
period1,sc01,t4165, 21.417272862 ,,,,,
period1,sc01,t4166, 21.001958592 ,,,,,
period1,sc01,t4167, 18.512979684 ,,,,,
period1,sc01,t4168, 16.003346424 ,,,,,
period1,sc01,t4169, 13.721368194 ,,,,,
period1,sc01,t4170, 10.516424328 ,,,,,
period1,sc01,t4171, 6.775486566 ,,,,,
period1,sc01,t4172, 2.6855609568 ,,,,,
period1,sc01,t4173, 0.29161031352 ,,,,,
period1,sc01,t4174, 0.000046377556 ,,,,,
period1,sc01,t4175, 0.000051603196 ,,,,,
period1,sc01,t4176, 0.000052038666 ,,,,,
period1,sc01,t4177, 0.000053562812 ,,,,,
period1,sc01,t4178, 0.000053780546 ,,,,,
period1,sc01,t4179, 0.000059659392 ,,,,,
period1,sc01,t4180, 0.000067933324 ,,,,,
period1,sc01,t4181, 0.000164389928 ,,,,,
period1,sc01,t4182, 0.04375167174 ,,,,,
period1,sc01,t4183, 1.6914482502 ,,,,,
period1,sc01,t4184, 6.313794732 ,,,,,
period1,sc01,t4185, 11.715453978 ,,,,,
period1,sc01,t4186, 16.184930892 ,,,,,
period1,sc01,t4187, 19.264276482 ,,,,,
period1,sc01,t4188, 21.204373758 ,,,,,
period1,sc01,t4189, 22.062659022 ,,,,,
period1,sc01,t4190, 21.87051876 ,,,,,
period1,sc01,t4191, 21.026649738 ,,,,,
period1,sc01,t4192, 19.158751224 ,,,,,
period1,sc01,t4193, 16.231439082 ,,,,,
period1,sc01,t4194, 12.108402516 ,,,,,
period1,sc01,t4195, 7.547881896 ,,,,,
period1,sc01,t4196, 3.1528376964 ,,,,,
period1,sc01,t4197, 0.40364803728 ,,,,,
period1,sc01,t4198, 0.000064667296 ,,,,,
period1,sc01,t4199, 0.00005748204 ,,,,,
period1,sc01,t4200, 0.000053562812 ,,,,,
period1,sc01,t4201, 0.000051603196 ,,,,,
period1,sc01,t4202, 0.000053562812 ,,,,,
period1,sc01,t4203, 0.00006183674 ,,,,,
period1,sc01,t4204, 0.00009275511 ,,,,,
period1,sc01,t4205, 0.000173317064 ,,,,,
period1,sc01,t4206, 0.04528670346 ,,,,,
period1,sc01,t4207, 1.6925260386 ,,,,,
period1,sc01,t4208, 6.349812456 ,,,,,
period1,sc01,t4209, 11.681226042 ,,,,,
period1,sc01,t4210, 16.153603182 ,,,,,
period1,sc01,t4211, 19.22901648 ,,,,,
period1,sc01,t4212, 21.104962488 ,,,,,
period1,sc01,t4213, 22.016679912 ,,,,,
period1,sc01,t4214, 22.009468536 ,,,,,
period1,sc01,t4215, 21.176246754 ,,,,,
period1,sc01,t4216, 19.551059616 ,,,,,
period1,sc01,t4217, 16.89164646 ,,,,,
period1,sc01,t4218, 13.119570408 ,,,,,
period1,sc01,t4219, 8.305207788 ,,,,,
period1,sc01,t4220, 3.5486799318 ,,,,,
period1,sc01,t4221, 0.39890576874 ,,,,,
period1,sc01,t4222, 0.000043329266 ,,,,,
period1,sc01,t4223, 0.000049861316 ,,,,,
period1,sc01,t4224, 0.000053345076 ,,,,,
period1,sc01,t4225, 0.000051820932 ,,,,,
period1,sc01,t4226, 0.000226662138 ,,,,,
period1,sc01,t4227, 0.000059877126 ,,,,,
period1,sc01,t4228, 0.00008840041 ,,,,,
period1,sc01,t4229, 0.000172881596 ,,,,,
period1,sc01,t4230, 0.04780154274 ,,,,,
period1,sc01,t4231, 1.675000548 ,,,,,
period1,sc01,t4232, 6.306811968 ,,,,,
period1,sc01,t4233, 11.613808746 ,,,,,
period1,sc01,t4234, 15.91080687 ,,,,,
period1,sc01,t4235, 19.042755084 ,,,,,
period1,sc01,t4236, 21.049655616 ,,,,,
period1,sc01,t4237, 21.986292816 ,,,,,
period1,sc01,t4238, 22.096736724 ,,,,,
period1,sc01,t4239, 21.30924582 ,,,,,
period1,sc01,t4240, 19.771953954 ,,,,,
period1,sc01,t4241, 17.166168936 ,,,,,
period1,sc01,t4242, 13.36411077 ,,,,,
period1,sc01,t4243, 8.505696006 ,,,,,
period1,sc01,t4244, 3.5592030654 ,,,,,
period1,sc01,t4245, 0.39998355714 ,,,,,
period1,sc01,t4246, 0.000059659392 ,,,,,
period1,sc01,t4247, 0.000045942088 ,,,,,
period1,sc01,t4248, 0.000048554906 ,,,,,
period1,sc01,t4249, 0.00004615982 ,,,,,
period1,sc01,t4250, 0.00004659529 ,,,,,
period1,sc01,t4251, 0.000058570716 ,,,,,
period1,sc01,t4252, 0.000083392508 ,,,,,
period1,sc01,t4253, 0.000168309158 ,,,,,
period1,sc01,t4254, 0.0385064355 ,,,,,
period1,sc01,t4255, 1.6058718618 ,,,,,
period1,sc01,t4256, 6.233809776 ,,,,,
period1,sc01,t4257, 11.537769156 ,,,,,
period1,sc01,t4258, 15.924791994 ,,,,,
period1,sc01,t4259, 19.032075174 ,,,,,
period1,sc01,t4260, 20.95636488 ,,,,,
period1,sc01,t4261, 21.9150804 ,,,,,
period1,sc01,t4262, 22.020141906 ,,,,,
period1,sc01,t4263, 21.305130636 ,,,,,
period1,sc01,t4264, 19.700930976 ,,,,,
period1,sc01,t4265, 17.08595535 ,,,,,
period1,sc01,t4266, 13.313297952 ,,,,,
period1,sc01,t4267, 8.50283496 ,,,,,
period1,sc01,t4268, 3.5823853122 ,,,,,
period1,sc01,t4269, 0.41001025392 ,,,,,
period1,sc01,t4270, 0.000065320504 ,,,,,
period1,sc01,t4271, 0.00005922392 ,,,,,
period1,sc01,t4272, 0.000043547 ,,,,,
period1,sc01,t4273, 0.000043547 ,,,,,
period1,sc01,t4274, 0.00004180512 ,,,,,
period1,sc01,t4275, 0.000051603196 ,,,,,
period1,sc01,t4276, 0.00007882007 ,,,,,
period1,sc01,t4277, 0.000169180098 ,,,,,
period1,sc01,t4278, 0.04320951156 ,,,,,
period1,sc01,t4279, 1.614611745 ,,,,,
period1,sc01,t4280, 6.181546842 ,,,,,
period1,sc01,t4281, 11.431303266 ,,,,,
period1,sc01,t4282, 15.74893614 ,,,,,
period1,sc01,t4283, 18.816798396 ,,,,,
period1,sc01,t4284, 20.673069864 ,,,,,
period1,sc01,t4285, 21.619080552 ,,,,,
period1,sc01,t4286, 21.899625582 ,,,,,
period1,sc01,t4287, 21.092362164 ,,,,,
period1,sc01,t4288, 19.553110692 ,,,,,
period1,sc01,t4289, 16.973107656 ,,,,,
period1,sc01,t4290, 13.189633176 ,,,,,
period1,sc01,t4291, 8.397642834 ,,,,,
period1,sc01,t4292, 3.518547585 ,,,,,
period1,sc01,t4293, 0.40179946692 ,,,,,
period1,sc01,t4294, 0.000060312596 ,,,,,
period1,sc01,t4295, 0.000047683968 ,,,,,
period1,sc01,t4296, 0.000048772638 ,,,,,
period1,sc01,t4297, 0.000049425848 ,,,,,
period1,sc01,t4298, 0.000048990378 ,,,,,
period1,sc01,t4299, 0.000067933324 ,,,,,
period1,sc01,t4300, 0.000084263446 ,,,,,
period1,sc01,t4301, 0.000153720912 ,,,,,
period1,sc01,t4302, 0.0423864732 ,,,,,
period1,sc01,t4303, 1.492364427 ,,,,,
period1,sc01,t4304, 5.9402659764 ,,,,,
period1,sc01,t4305, 11.14549995 ,,,,,
period1,sc01,t4306, 15.571349292 ,,,,,
period1,sc01,t4307, 18.728308722 ,,,,,
period1,sc01,t4308, 20.664114432 ,,,,,
period1,sc01,t4309, 21.571239822 ,,,,,
period1,sc01,t4310, 21.644437986 ,,,,,
period1,sc01,t4311, 20.923809144 ,,,,,
period1,sc01,t4312, 19.28189343 ,,,,,
period1,sc01,t4313, 16.67359356 ,,,,,
period1,sc01,t4314, 12.86365122 ,,,,,
period1,sc01,t4315, 8.07770301 ,,,,,
period1,sc01,t4316, 3.2641372974 ,,,,,
period1,sc01,t4317, 0.32475393588 ,,,,,
period1,sc01,t4318, 0.000065320504 ,,,,,
period1,sc01,t4319, 0.000054651486 ,,,,,
period1,sc01,t4320, 0.00006357862 ,,,,,
period1,sc01,t4321, 0.000048990378 ,,,,,
period1,sc01,t4322, 0.00004833717 ,,,,,
period1,sc01,t4323, 0.000048990378 ,,,,,
period1,sc01,t4324, 0.000071634816 ,,,,,
period1,sc01,t4325, 0.000145882454 ,,,,,
period1,sc01,t4326, 0.03390134004 ,,,,,
period1,sc01,t4327, 1.3647804246 ,,,,,
period1,sc01,t4328, 5.8001600328 ,,,,,
period1,sc01,t4329, 10.984217094 ,,,,,
period1,sc01,t4330, 15.340944288 ,,,,,
period1,sc01,t4331, 18.609262098 ,,,,,
period1,sc01,t4332, 20.740872552 ,,,,,
period1,sc01,t4333, 21.86347068 ,,,,,
period1,sc01,t4334, 22.113217092 ,,,,,
period1,sc01,t4335, 21.459202092 ,,,,,
period1,sc01,t4336, 19.71819519 ,,,,,
period1,sc01,t4337, 16.898322216 ,,,,,
period1,sc01,t4338, 12.871698702 ,,,,,
period1,sc01,t4339, 7.978605282 ,,,,,
period1,sc01,t4340, 3.305622348 ,,,,,
period1,sc01,t4341, 0.3507514953 ,,,,,
period1,sc01,t4342, 0.000046377556 ,,,,,
period1,sc01,t4343, 0.000049425848 ,,,,,
period1,sc01,t4344, 0.00004441794 ,,,,,
period1,sc01,t4345, 0.00004659529 ,,,,,
period1,sc01,t4346, 0.00004485341 ,,,,,
period1,sc01,t4347, 0.000047030758 ,,,,,
period1,sc01,t4348, 0.000062707678 ,,,,,
period1,sc01,t4349, 0.000136084378 ,,,,,
period1,sc01,t4350, 0.07181335902 ,,,,,
period1,sc01,t4351, 1.3250982192 ,,,,,
period1,sc01,t4352, 5.562981294 ,,,,,
period1,sc01,t4353, 10.751382168 ,,,,,
period1,sc01,t4354, 15.401561718 ,,,,,
period1,sc01,t4355, 18.73987044 ,,,,,
period1,sc01,t4356, 20.81371797 ,,,,,
period1,sc01,t4357, 21.655072158 ,,,,,
period1,sc01,t4358, 21.565589592 ,,,,,
period1,sc01,t4359, 20.398952388 ,,,,,
period1,sc01,t4360, 18.160980564 ,,,,,
period1,sc01,t4361, 15.14514609 ,,,,,
period1,sc01,t4362, 11.0204961 ,,,,,
period1,sc01,t4363, 6.118310064 ,,,,,
period1,sc01,t4364, 2.186342496 ,,,,,
period1,sc01,t4365, 0.16567891926 ,,,,,
period1,sc01,t4366, 0.000068804264 ,,,,,
period1,sc01,t4367, 0.00006357862 ,,,,,
period1,sc01,t4368, 0.000049425848 ,,,,,
period1,sc01,t4369, 0.00004615982 ,,,,,
period1,sc01,t4370, 0.000043547 ,,,,,
period1,sc01,t4371, 0.000046377556 ,,,,,
period1,sc01,t4372, 0.000052909608 ,,,,,
period1,sc01,t4373, 0.000108867504 ,,,,,
period1,sc01,t4374, 0.06413166804 ,,,,,
period1,sc01,t4375, 0.966691161 ,,,,,
period1,sc01,t4376, 4.4116617348 ,,,,,
period1,sc01,t4377, 8.71041045 ,,,,,
period1,sc01,t4378, 12.966824958 ,,,,,
period1,sc01,t4379, 16.234260936 ,,,,,
period1,sc01,t4380, 17.88063804 ,,,,,
period1,sc01,t4381, 19.084122546 ,,,,,
period1,sc01,t4382, 19.81203462 ,,,,,
period1,sc01,t4383, 19.336011462 ,,,,,
period1,sc01,t4384, 18.211074858 ,,,,,
period1,sc01,t4385, 15.912955914 ,,,,,
period1,sc01,t4386, 12.154348956 ,,,,,
period1,sc01,t4387, 7.728793554 ,,,,,
period1,sc01,t4388, 3.186046638 ,,,,,
period1,sc01,t4389, 0.3407835867 ,,,,,
period1,sc01,t4390, 0.000039192302 ,,,,,
period1,sc01,t4391, 0.000032007048 ,,,,,
period1,sc01,t4392, 0.00003266025 ,,,,,
period1,sc01,t4393, 0.00002961196 ,,,,,
period1,sc01,t4394, 0.000033095718 ,,,,,
period1,sc01,t4395, 0.000034837598 ,,,,,
period1,sc01,t4396, 0.000050732256 ,,,,,
period1,sc01,t4397, 0.000148930744 ,,,,,
period1,sc01,t4398, 0.0665681229 ,,,,,
period1,sc01,t4399, 1.2523899696 ,,,,,
period1,sc01,t4400, 5.374048275 ,,,,,
period1,sc01,t4401, 10.378780968 ,,,,,
period1,sc01,t4402, 14.665719738 ,,,,,
period1,sc01,t4403, 17.764001748 ,,,,,
period1,sc01,t4404, 20.350380054 ,,,,,
period1,sc01,t4405, 21.537220902 ,,,,,
period1,sc01,t4406, 21.730680636 ,,,,,
period1,sc01,t4407, 21.049818918 ,,,,,
period1,sc01,t4408, 19.519895208 ,,,,,
period1,sc01,t4409, 16.763494164 ,,,,,
period1,sc01,t4410, 12.672902292 ,,,,,
period1,sc01,t4411, 7.750055382 ,,,,,
period1,sc01,t4412, 3.2449004088 ,,,,,
period1,sc01,t4413, 0.41176084338 ,,,,,
period1,sc01,t4414, 0.000045506618 ,,,,,
period1,sc01,t4415, 0.000033748928 ,,,,,
period1,sc01,t4416, 0.00003396666 ,,,,,
period1,sc01,t4417, 0.00003135384 ,,,,,
period1,sc01,t4418, 0.000031571576 ,,,,,
period1,sc01,t4419, 0.000032442516 ,,,,,
period1,sc01,t4420, 0.000084263446 ,,,,,
period1,sc01,t4421, 0.000157857878 ,,,,,
period1,sc01,t4422, 0.06613700742 ,,,,,
period1,sc01,t4423, 1.2189589362 ,,,,,
period1,sc01,t4424, 5.3545762338 ,,,,,
period1,sc01,t4425, 10.399317732 ,,,,,
