,,,Node1,Node2,Node3,Node4
period1,sc01,t2278, 52.88 ,,,
period1,sc01,t2279, 51.51 ,,,
period1,sc01,t2280, 45.68 ,,,
period1,sc01,t2281, 39.4 ,,,
period1,sc01,t2282, 38.5 ,,,
period1,sc01,t2283, 37.27 ,,,
period1,sc01,t2284, 37.27 ,,,
period1,sc01,t2285, 39.2 ,,,
period1,sc01,t2286, 42.03 ,,,
period1,sc01,t2287, 44.06 ,,,
period1,sc01,t2288, 46.51 ,,,
period1,sc01,t2289, 49.12 ,,,
period1,sc01,t2290, 45.68 ,,,
period1,sc01,t2291, 43.75 ,,,
period1,sc01,t2292, 44 ,,,
period1,sc01,t2293, 41.5 ,,,
period1,sc01,t2294, 40.63 ,,,
period1,sc01,t2295, 38.62 ,,,
period1,sc01,t2296, 39.39 ,,,
period1,sc01,t2297, 41.33 ,,,
period1,sc01,t2298, 42.91 ,,,
period1,sc01,t2299, 52 ,,,
period1,sc01,t2300, 55.44 ,,,
period1,sc01,t2301, 53.56 ,,,
period1,sc01,t2302, 53.85 ,,,
period1,sc01,t2303, 51.51 ,,,
period1,sc01,t2304, 42.03 ,,,
period1,sc01,t2305, 39.01 ,,,
period1,sc01,t2306, 38.61 ,,,
period1,sc01,t2307, 38.3 ,,,
period1,sc01,t2308, 38.8 ,,,
period1,sc01,t2309, 39.1 ,,,
period1,sc01,t2310, 41.31 ,,,
period1,sc01,t2311, 45.68 ,,,
period1,sc01,t2312, 51.51 ,,,
period1,sc01,t2313, 53.01 ,,,
period1,sc01,t2314, 53.1 ,,,
period1,sc01,t2315, 53.01 ,,,
period1,sc01,t2316, 52.35 ,,,
period1,sc01,t2317, 51.51 ,,,
period1,sc01,t2318, 48.01 ,,,
period1,sc01,t2319, 43.3 ,,,
period1,sc01,t2320, 43.4 ,,,
period1,sc01,t2321, 42.9 ,,,
period1,sc01,t2322, 46.65 ,,,
period1,sc01,t2323, 53.01 ,,,
period1,sc01,t2324, 58.6 ,,,
period1,sc01,t2325, 55.53 ,,,
period1,sc01,t2326, 53.1 ,,,
period1,sc01,t2327, 54.99 ,,,
period1,sc01,t2328, 45.68 ,,,
period1,sc01,t2329, 42.7 ,,,
period1,sc01,t2330, 42.56 ,,,
period1,sc01,t2331, 42.51 ,,,
period1,sc01,t2332, 43.63 ,,,
period1,sc01,t2333, 54.96 ,,,
period1,sc01,t2334, 59.47 ,,,
period1,sc01,t2335, 60 ,,,
period1,sc01,t2336, 58.62 ,,,
period1,sc01,t2337, 57.05 ,,,
period1,sc01,t2338, 56.91 ,,,
period1,sc01,t2339, 56.19 ,,,
period1,sc01,t2340, 56 ,,,
period1,sc01,t2341, 54.96 ,,,
period1,sc01,t2342, 54.01 ,,,
period1,sc01,t2343, 51.53 ,,,
period1,sc01,t2344, 52.51 ,,,
period1,sc01,t2345, 53.53 ,,,
period1,sc01,t2346, 54.96 ,,,
period1,sc01,t2347, 56.05 ,,,
period1,sc01,t2348, 58.42 ,,,
period1,sc01,t2349, 55.66 ,,,
period1,sc01,t2350, 55.3 ,,,
period1,sc01,t2351, 50.94 ,,,
period1,sc01,t2352, 45.68 ,,,
period1,sc01,t2353, 42.51 ,,,
period1,sc01,t2354, 42.01 ,,,
period1,sc01,t2355, 41.95 ,,,
period1,sc01,t2356, 42.51 ,,,
period1,sc01,t2357, 50.94 ,,,
period1,sc01,t2358, 56.66 ,,,
period1,sc01,t2359, 57.01 ,,,
period1,sc01,t2360, 56.67 ,,,
period1,sc01,t2361, 55.23 ,,,
period1,sc01,t2362, 53.05 ,,,
period1,sc01,t2363, 52.68 ,,,
period1,sc01,t2364, 51.14 ,,,
period1,sc01,t2365, 50.2 ,,,
period1,sc01,t2366, 50 ,,,
period1,sc01,t2367, 46.5 ,,,
period1,sc01,t2368, 46.15 ,,,
period1,sc01,t2369, 46.15 ,,,
period1,sc01,t2370, 50.28 ,,,
period1,sc01,t2371, 55.51 ,,,
period1,sc01,t2372, 57.55 ,,,
period1,sc01,t2373, 54.01 ,,,
period1,sc01,t2374, 52.07 ,,,
period1,sc01,t2375, 42.7 ,,,
period1,sc01,t2376, 42.26 ,,,
period1,sc01,t2377, 41.33 ,,,
period1,sc01,t2378, 41.33 ,,,
period1,sc01,t2379, 41.33 ,,,
period1,sc01,t2380, 41.8 ,,,
period1,sc01,t2381, 46.99 ,,,
period1,sc01,t2382, 55 ,,,
period1,sc01,t2383, 58.02 ,,,
period1,sc01,t2384, 56.21 ,,,
period1,sc01,t2385, 55.23 ,,,
period1,sc01,t2386, 54.5 ,,,
period1,sc01,t2387, 55.03 ,,,
period1,sc01,t2388, 54.5 ,,,
period1,sc01,t2389, 53.15 ,,,
period1,sc01,t2390, 52.33 ,,,
period1,sc01,t2391, 50.99 ,,,
period1,sc01,t2392, 50.31 ,,,
period1,sc01,t2393, 50.19 ,,,
period1,sc01,t2394, 51.14 ,,,
period1,sc01,t2395, 55.78 ,,,
period1,sc01,t2396, 59.15 ,,,
period1,sc01,t2397, 55.57 ,,,
period1,sc01,t2398, 55.07 ,,,
period1,sc01,t2399, 55.12 ,,,
period1,sc01,t2400, 52.52 ,,,
period1,sc01,t2401, 49.8 ,,,
period1,sc01,t2402, 49 ,,,
period1,sc01,t2403, 47.81 ,,,
period1,sc01,t2404, 53.65 ,,,
period1,sc01,t2405, 56.66 ,,,
period1,sc01,t2406, 58.16 ,,,
period1,sc01,t2407, 59.24 ,,,
period1,sc01,t2408, 58.9 ,,,
period1,sc01,t2409, 57.55 ,,,
period1,sc01,t2410, 56.55 ,,,
period1,sc01,t2411, 56.65 ,,,
period1,sc01,t2412, 56.09 ,,,
period1,sc01,t2413, 54.43 ,,,
period1,sc01,t2414, 52.8 ,,,
period1,sc01,t2415, 51.16 ,,,
period1,sc01,t2416, 51.51 ,,,
period1,sc01,t2417, 51.46 ,,,
period1,sc01,t2418, 54.02 ,,,
period1,sc01,t2419, 56.66 ,,,
period1,sc01,t2420, 59.22 ,,,
period1,sc01,t2421, 56.66 ,,,
period1,sc01,t2422, 56.05 ,,,
period1,sc01,t2423, 58.58 ,,,
period1,sc01,t2424, 56.16 ,,,
period1,sc01,t2425, 53.89 ,,,
period1,sc01,t2426, 53 ,,,
period1,sc01,t2427, 53.02 ,,,
period1,sc01,t2428, 56 ,,,
period1,sc01,t2429, 58.66 ,,,
period1,sc01,t2430, 58.98 ,,,
period1,sc01,t2431, 60.08 ,,,
period1,sc01,t2432, 59.33 ,,,
period1,sc01,t2433, 58.67 ,,,
period1,sc01,t2434, 58 ,,,
period1,sc01,t2435, 58.58 ,,,
period1,sc01,t2436, 58.58 ,,,
period1,sc01,t2437, 55.91 ,,,
period1,sc01,t2438, 54.72 ,,,
period1,sc01,t2439, 53.4 ,,,
period1,sc01,t2440, 53.6 ,,,
period1,sc01,t2441, 54.7 ,,,
period1,sc01,t2442, 56.5 ,,,
period1,sc01,t2443, 58.73 ,,,
period1,sc01,t2444, 60.16 ,,,
period1,sc01,t2445, 59 ,,,
period1,sc01,t2446, 59.01 ,,,
period1,sc01,t2447, 60 ,,,
period1,sc01,t2448, 59.38 ,,,
period1,sc01,t2449, 58.98 ,,,
period1,sc01,t2450, 58.69 ,,,
period1,sc01,t2451, 58.66 ,,,
period1,sc01,t2452, 58.66 ,,,
period1,sc01,t2453, 57.51 ,,,
period1,sc01,t2454, 56.12 ,,,
period1,sc01,t2455, 57.96 ,,,
period1,sc01,t2456, 59.01 ,,,
period1,sc01,t2457, 58.73 ,,,
period1,sc01,t2458, 58.66 ,,,
period1,sc01,t2459, 57.84 ,,,
period1,sc01,t2460, 57.84 ,,,
period1,sc01,t2461, 56.16 ,,,
period1,sc01,t2462, 55.51 ,,,
period1,sc01,t2463, 52.99 ,,,
period1,sc01,t2464, 52.07 ,,,
period1,sc01,t2465, 54 ,,,
period1,sc01,t2466, 56.01 ,,,
period1,sc01,t2467, 58.58 ,,,
period1,sc01,t2468, 59.57 ,,,
period1,sc01,t2469, 59.06 ,,,
period1,sc01,t2470, 59.01 ,,,
period1,sc01,t2471, 57.95 ,,,
period1,sc01,t2472, 54.3 ,,,
period1,sc01,t2473, 50.1 ,,,
period1,sc01,t2474, 47.66 ,,,
period1,sc01,t2475, 46.87 ,,,
period1,sc01,t2476, 45.14 ,,,
period1,sc01,t2477, 45.13 ,,,
period1,sc01,t2478, 45.1 ,,,
period1,sc01,t2479, 47.2 ,,,
period1,sc01,t2480, 52.84 ,,,
period1,sc01,t2481, 56.16 ,,,
period1,sc01,t2482, 56.16 ,,,
period1,sc01,t2483, 55.7 ,,,
period1,sc01,t2484, 55 ,,,
period1,sc01,t2485, 51.62 ,,,
period1,sc01,t2486, 49.54 ,,,
period1,sc01,t2487, 47.67 ,,,
period1,sc01,t2488, 48 ,,,
period1,sc01,t2489, 50.15 ,,,
period1,sc01,t2490, 57.21 ,,,
period1,sc01,t2491, 59.47 ,,,
period1,sc01,t2492, 62.48 ,,,
period1,sc01,t2493, 61.19 ,,,
period1,sc01,t2494, 60.16 ,,,
period1,sc01,t2495, 59.53 ,,,
period1,sc01,t2496, 57.95 ,,,
period1,sc01,t2497, 54.9 ,,,
period1,sc01,t2498, 50.13 ,,,
period1,sc01,t2499, 47.12 ,,,
period1,sc01,t2500, 46.07 ,,,
period1,sc01,t2501, 54.83 ,,,
period1,sc01,t2502, 59.18 ,,,
period1,sc01,t2503, 60.67 ,,,
period1,sc01,t2504, 59.84 ,,,
period1,sc01,t2505, 59 ,,,
period1,sc01,t2506, 58.22 ,,,
period1,sc01,t2507, 55.91 ,,,
period1,sc01,t2508, 53.07 ,,,
period1,sc01,t2509, 49.54 ,,,
period1,sc01,t2510, 45.19 ,,,
period1,sc01,t2511, 42.05 ,,,
period1,sc01,t2512, 44.5 ,,,
period1,sc01,t2513, 47.01 ,,,
period1,sc01,t2514, 51.31 ,,,
period1,sc01,t2515, 57.06 ,,,
period1,sc01,t2516, 60.08 ,,,
period1,sc01,t2517, 59.38 ,,,
period1,sc01,t2518, 58.66 ,,,
period1,sc01,t2519, 59 ,,,
period1,sc01,t2520, 56.91 ,,,
period1,sc01,t2521, 56.56 ,,,
period1,sc01,t2522, 56.13 ,,,
period1,sc01,t2523, 56.56 ,,,
period1,sc01,t2524, 56.91 ,,,
period1,sc01,t2525, 57.84 ,,,
period1,sc01,t2526, 59.33 ,,,
period1,sc01,t2527, 59.84 ,,,
period1,sc01,t2528, 60.06 ,,,
period1,sc01,t2529, 59.57 ,,,
period1,sc01,t2530, 59.5 ,,,
period1,sc01,t2531, 59.47 ,,,
period1,sc01,t2532, 59.07 ,,,
period1,sc01,t2533, 57.96 ,,,
period1,sc01,t2534, 56.21 ,,,
period1,sc01,t2535, 54.02 ,,,
period1,sc01,t2536, 53.86 ,,,
period1,sc01,t2537, 53.84 ,,,
period1,sc01,t2538, 56 ,,,
period1,sc01,t2539, 58.58 ,,,
period1,sc01,t2540, 59.28 ,,,
period1,sc01,t2541, 55.2 ,,,
period1,sc01,t2542, 50.49 ,,,
period1,sc01,t2543, 55.55 ,,,
period1,sc01,t2544, 45.04 ,,,
period1,sc01,t2545, 38.68 ,,,
period1,sc01,t2546, 37.6 ,,,
period1,sc01,t2547, 35.36 ,,,
period1,sc01,t2548, 37.94 ,,,
period1,sc01,t2549, 46.82 ,,,
period1,sc01,t2550, 50.43 ,,,
period1,sc01,t2551, 52.23 ,,,
period1,sc01,t2552, 52.84 ,,,
period1,sc01,t2553, 51.2 ,,,
period1,sc01,t2554, 49.2 ,,,
period1,sc01,t2555, 47.4 ,,,
period1,sc01,t2556, 40.6 ,,,
period1,sc01,t2557, 38.63 ,,,
period1,sc01,t2558, 38.25 ,,,
period1,sc01,t2559, 39 ,,,
period1,sc01,t2560, 41.99 ,,,
period1,sc01,t2561, 48.4 ,,,
period1,sc01,t2562, 50.77 ,,,
period1,sc01,t2563, 57.04 ,,,
period1,sc01,t2564, 59.47 ,,,
period1,sc01,t2565, 57.91 ,,,
period1,sc01,t2566, 56.85 ,,,
period1,sc01,t2567, 59.47 ,,,
period1,sc01,t2568, 57.66 ,,,
period1,sc01,t2569, 56.66 ,,,
period1,sc01,t2570, 56.65 ,,,
period1,sc01,t2571, 56.65 ,,,
period1,sc01,t2572, 57.48 ,,,
period1,sc01,t2573, 57.3 ,,,
period1,sc01,t2574, 56.91 ,,,
period1,sc01,t2575, 56.88 ,,,
period1,sc01,t2576, 57.66 ,,,
period1,sc01,t2577, 58.58 ,,,
period1,sc01,t2578, 57.75 ,,,
period1,sc01,t2579, 57.48 ,,,
period1,sc01,t2580, 57.04 ,,,
period1,sc01,t2581, 56.56 ,,,
period1,sc01,t2582, 51.8 ,,,
period1,sc01,t2583, 49.89 ,,,
period1,sc01,t2584, 48.99 ,,,
period1,sc01,t2585, 48.95 ,,,
period1,sc01,t2586, 49.31 ,,,
period1,sc01,t2587, 51.51 ,,,
period1,sc01,t2588, 56.56 ,,,
period1,sc01,t2589, 52.67 ,,,
period1,sc01,t2590, 51.8 ,,,
period1,sc01,t2591, 53 ,,,
period1,sc01,t2592, 36.5 ,,,
period1,sc01,t2593, 34.3 ,,,
period1,sc01,t2594, 33 ,,,
period1,sc01,t2595, 32.07 ,,,
period1,sc01,t2596, 34.18 ,,,
period1,sc01,t2597, 38.42 ,,,
period1,sc01,t2598, 41 ,,,
period1,sc01,t2599, 45.28 ,,,
period1,sc01,t2600, 43.81 ,,,
period1,sc01,t2601, 38.76 ,,,
period1,sc01,t2602, 36.51 ,,,
period1,sc01,t2603, 35.5 ,,,
period1,sc01,t2604, 34.5 ,,,
period1,sc01,t2605, 26.24 ,,,
period1,sc01,t2606, 25.45 ,,,
period1,sc01,t2607, 27.98 ,,,
period1,sc01,t2608, 30.56 ,,,
period1,sc01,t2609, 36 ,,,
period1,sc01,t2610, 38.4 ,,,
period1,sc01,t2611, 43.2 ,,,
period1,sc01,t2612, 44.87 ,,,
period1,sc01,t2613, 44 ,,,
period1,sc01,t2614, 42 ,,,
period1,sc01,t2615, 35.48 ,,,
period1,sc01,t2616, 31.57 ,,,
period1,sc01,t2617, 30 ,,,
period1,sc01,t2618, 27.13 ,,,
period1,sc01,t2619, 25.75 ,,,
period1,sc01,t2620, 27.02 ,,,
period1,sc01,t2621, 28.46 ,,,
period1,sc01,t2622, 30 ,,,
period1,sc01,t2623, 35.26 ,,,
period1,sc01,t2624, 37.7 ,,,
period1,sc01,t2625, 36.78 ,,,
period1,sc01,t2626, 36.59 ,,,
period1,sc01,t2627, 33.57 ,,,
period1,sc01,t2628, 31.57 ,,,
period1,sc01,t2629, 21.5 ,,,
period1,sc01,t2630, 20 ,,,
period1,sc01,t2631, 21.65 ,,,
period1,sc01,t2632, 22.45 ,,,
period1,sc01,t2633, 27.57 ,,,
period1,sc01,t2634, 31.17 ,,,
period1,sc01,t2635, 38.89 ,,,
period1,sc01,t2636, 48 ,,,
period1,sc01,t2637, 42.5 ,,,
period1,sc01,t2638, 41.37 ,,,
period1,sc01,t2639, 40 ,,,
period1,sc01,t2640, 34.02 ,,,
period1,sc01,t2641, 30.23 ,,,
period1,sc01,t2642, 28.62 ,,,
period1,sc01,t2643, 30 ,,,
period1,sc01,t2644, 30.35 ,,,
period1,sc01,t2645, 33.4 ,,,
period1,sc01,t2646, 32.19 ,,,
period1,sc01,t2647, 34 ,,,
period1,sc01,t2648, 40.51 ,,,
period1,sc01,t2649, 41.01 ,,,
period1,sc01,t2650, 41.01 ,,,
period1,sc01,t2651, 40.51 ,,,
period1,sc01,t2652, 40.51 ,,,
period1,sc01,t2653, 40 ,,,
period1,sc01,t2654, 37.02 ,,,
period1,sc01,t2655, 35.1 ,,,
period1,sc01,t2656, 36.66 ,,,
period1,sc01,t2657, 40.7 ,,,
period1,sc01,t2658, 45.01 ,,,
period1,sc01,t2659, 49 ,,,
period1,sc01,t2660, 58.58 ,,,
period1,sc01,t2661, 57.52 ,,,
period1,sc01,t2662, 56.56 ,,,
period1,sc01,t2663, 58.58 ,,,
period1,sc01,t2664, 56.56 ,,,
period1,sc01,t2665, 55 ,,,
period1,sc01,t2666, 54.25 ,,,
period1,sc01,t2667, 54 ,,,
period1,sc01,t2668, 53.91 ,,,
period1,sc01,t2669, 54.75 ,,,
period1,sc01,t2670, 56.49 ,,,
period1,sc01,t2671, 58 ,,,
period1,sc01,t2672, 59 ,,,
period1,sc01,t2673, 59 ,,,
period1,sc01,t2674, 58.73 ,,,
period1,sc01,t2675, 58.58 ,,,
period1,sc01,t2676, 57.75 ,,,
period1,sc01,t2677, 56.01 ,,,
period1,sc01,t2678, 54.25 ,,,
period1,sc01,t2679, 51.45 ,,,
period1,sc01,t2680, 51.23 ,,,
period1,sc01,t2681, 51.97 ,,,
period1,sc01,t2682, 53.33 ,,,
period1,sc01,t2683, 56.01 ,,,
period1,sc01,t2684, 58.85 ,,,
period1,sc01,t2685, 56.34 ,,,
period1,sc01,t2686, 54.25 ,,,
period1,sc01,t2687, 47.48 ,,,
period1,sc01,t2688, 40.51 ,,,
period1,sc01,t2689, 39.3 ,,,
period1,sc01,t2690, 36.12 ,,,
period1,sc01,t2691, 34 ,,,
period1,sc01,t2692, 37.5 ,,,
period1,sc01,t2693, 41 ,,,
period1,sc01,t2694, 54.34 ,,,
period1,sc01,t2695, 56.56 ,,,
period1,sc01,t2696, 58.7 ,,,
period1,sc01,t2697, 58.73 ,,,
period1,sc01,t2698, 56.98 ,,,
period1,sc01,t2699, 56 ,,,
period1,sc01,t2700, 54.75 ,,,
period1,sc01,t2701, 52.96 ,,,
period1,sc01,t2702, 49.55 ,,,
period1,sc01,t2703, 45.61 ,,,
period1,sc01,t2704, 45.16 ,,,
period1,sc01,t2705, 45.21 ,,,
period1,sc01,t2706, 49.53 ,,,
period1,sc01,t2707, 54.5 ,,,
period1,sc01,t2708, 58.78 ,,,
period1,sc01,t2709, 55.24 ,,,
period1,sc01,t2710, 52.83 ,,,
period1,sc01,t2711, 40.51 ,,,
period1,sc01,t2712, 37.78 ,,,
period1,sc01,t2713, 35 ,,,
period1,sc01,t2714, 29.99 ,,,
period1,sc01,t2715, 27.69 ,,,
period1,sc01,t2716, 29.5 ,,,
period1,sc01,t2717, 39.35 ,,,
period1,sc01,t2718, 50.5 ,,,
period1,sc01,t2719, 54.75 ,,,
period1,sc01,t2720, 54.75 ,,,
period1,sc01,t2721, 53.5 ,,,
period1,sc01,t2722, 50 ,,,
period1,sc01,t2723, 45.9 ,,,
period1,sc01,t2724, 39.5 ,,,
period1,sc01,t2725, 35.5 ,,,
period1,sc01,t2726, 34.4 ,,,
period1,sc01,t2727, 31.61 ,,,
period1,sc01,t2728, 31.53 ,,,
period1,sc01,t2729, 34.4 ,,,
period1,sc01,t2730, 39.45 ,,,
period1,sc01,t2731, 42.08 ,,,
period1,sc01,t2732, 49.59 ,,,
period1,sc01,t2733, 39.45 ,,,
period1,sc01,t2734, 33.46 ,,,
period1,sc01,t2735, 29.1 ,,,
period1,sc01,t2736, 26.1 ,,,
period1,sc01,t2737, 12.69 ,,,
period1,sc01,t2738, 5.48 ,,,
period1,sc01,t2739, 5 ,,,
period1,sc01,t2740, 5.53 ,,,
period1,sc01,t2741, 19.46 ,,,
period1,sc01,t2742, 30 ,,,
period1,sc01,t2743, 39.12 ,,,
period1,sc01,t2744, 43 ,,,
period1,sc01,t2745, 40.84 ,,,
period1,sc01,t2746, 39.12 ,,,
period1,sc01,t2747, 35.65 ,,,
period1,sc01,t2748, 32 ,,,
period1,sc01,t2749, 30.5 ,,,
period1,sc01,t2750, 27.35 ,,,
period1,sc01,t2751, 26.98 ,,,
period1,sc01,t2752, 25.69 ,,,
period1,sc01,t2753, 32.32 ,,,
period1,sc01,t2754, 38.08 ,,,
period1,sc01,t2755, 40.84 ,,,
period1,sc01,t2756, 46.36 ,,,
period1,sc01,t2757, 42.21 ,,,
period1,sc01,t2758, 39.04 ,,,
period1,sc01,t2759, 37 ,,,
period1,sc01,t2760, 35 ,,,
period1,sc01,t2761, 32.12 ,,,
period1,sc01,t2762, 27.98 ,,,
period1,sc01,t2763, 25.77 ,,,
period1,sc01,t2764, 29.99 ,,,
period1,sc01,t2765, 41.5 ,,,
period1,sc01,t2766, 52.91 ,,,
period1,sc01,t2767, 56.38 ,,,
period1,sc01,t2768, 55.93 ,,,
period1,sc01,t2769, 55.03 ,,,
period1,sc01,t2770, 54.35 ,,,
period1,sc01,t2771, 55 ,,,
period1,sc01,t2772, 54.85 ,,,
period1,sc01,t2773, 54.53 ,,,
period1,sc01,t2774, 54.03 ,,,
period1,sc01,t2775, 53.52 ,,,
period1,sc01,t2776, 54.03 ,,,
period1,sc01,t2777, 54.35 ,,,
period1,sc01,t2778, 55.07 ,,,
period1,sc01,t2779, 57.22 ,,,
period1,sc01,t2780, 60.85 ,,,
period1,sc01,t2781, 59.03 ,,,
period1,sc01,t2782, 57.75 ,,,
period1,sc01,t2783, 58.3 ,,,
period1,sc01,t2784, 56.52 ,,,
period1,sc01,t2785, 55.36 ,,,
period1,sc01,t2786, 56.44 ,,,
period1,sc01,t2787, 55.69 ,,,
period1,sc01,t2788, 55.04 ,,,
period1,sc01,t2789, 55.34 ,,,
period1,sc01,t2790, 55.69 ,,,
period1,sc01,t2791, 55.54 ,,,
period1,sc01,t2792, 57.23 ,,,
period1,sc01,t2793, 56.44 ,,,
period1,sc01,t2794, 55.87 ,,,
period1,sc01,t2795, 55.75 ,,,
period1,sc01,t2796, 55.5 ,,,
period1,sc01,t2797, 54.92 ,,,
period1,sc01,t2798, 53.89 ,,,
period1,sc01,t2799, 52.44 ,,,
period1,sc01,t2800, 52.34 ,,,
period1,sc01,t2801, 53 ,,,
period1,sc01,t2802, 54.92 ,,,
period1,sc01,t2803, 56.52 ,,,
period1,sc01,t2804, 59.2 ,,,
period1,sc01,t2805, 57.52 ,,,
period1,sc01,t2806, 56.52 ,,,
period1,sc01,t2807, 56.73 ,,,
period1,sc01,t2808, 54.07 ,,,
period1,sc01,t2809, 53.14 ,,,
period1,sc01,t2810, 50.81 ,,,
period1,sc01,t2811, 51.05 ,,,
period1,sc01,t2812, 51.11 ,,,
period1,sc01,t2813, 50.99 ,,,
period1,sc01,t2814, 50.74 ,,,
period1,sc01,t2815, 50 ,,,
period1,sc01,t2816, 52.45 ,,,
period1,sc01,t2817, 52.55 ,,,
period1,sc01,t2818, 52.92 ,,,
period1,sc01,t2819, 53.5 ,,,
period1,sc01,t2820, 53.5 ,,,
period1,sc01,t2821, 52.92 ,,,
period1,sc01,t2822, 50.97 ,,,
period1,sc01,t2823, 49.01 ,,,
period1,sc01,t2824, 48 ,,,
period1,sc01,t2825, 47.23 ,,,
period1,sc01,t2826, 50.27 ,,,
period1,sc01,t2827, 55.5 ,,,
period1,sc01,t2828, 59.47 ,,,
period1,sc01,t2829, 58.98 ,,,
period1,sc01,t2830, 56.55 ,,,
period1,sc01,t2831, 57.79 ,,,
period1,sc01,t2832, 56.01 ,,,
period1,sc01,t2833, 52.49 ,,,
period1,sc01,t2834, 52.65 ,,,
period1,sc01,t2835, 55 ,,,
period1,sc01,t2836, 57.12 ,,,
period1,sc01,t2837, 59.2 ,,,
period1,sc01,t2838, 58.87 ,,,
period1,sc01,t2839, 59.27 ,,,
period1,sc01,t2840, 59.89 ,,,
period1,sc01,t2841, 59.5 ,,,
period1,sc01,t2842, 59.47 ,,,
period1,sc01,t2843, 59.47 ,,,
period1,sc01,t2844, 59.23 ,,,
period1,sc01,t2845, 58.7 ,,,
period1,sc01,t2846, 57.93 ,,,
period1,sc01,t2847, 57.5 ,,,
period1,sc01,t2848, 57.12 ,,,
period1,sc01,t2849, 57.01 ,,,
period1,sc01,t2850, 57.93 ,,,
period1,sc01,t2851, 59.2 ,,,
period1,sc01,t2852, 60.37 ,,,
period1,sc01,t2853, 59.12 ,,,
period1,sc01,t2854, 58.98 ,,,
period1,sc01,t2855, 59.23 ,,,
period1,sc01,t2856, 58.9 ,,,
period1,sc01,t2857, 58.71 ,,,
period1,sc01,t2858, 58.71 ,,,
period1,sc01,t2859, 58.91 ,,,
period1,sc01,t2860, 59.47 ,,,
period1,sc01,t2861, 59.89 ,,,
period1,sc01,t2862, 59.23 ,,,
period1,sc01,t2863, 60.08 ,,,
period1,sc01,t2864, 60.32 ,,,
period1,sc01,t2865, 59.5 ,,,
period1,sc01,t2866, 59.33 ,,,
period1,sc01,t2867, 59.33 ,,,
period1,sc01,t2868, 59.12 ,,,
period1,sc01,t2869, 58.62 ,,,
period1,sc01,t2870, 58.51 ,,,
period1,sc01,t2871, 57.52 ,,,
period1,sc01,t2872, 56.29 ,,,
period1,sc01,t2873, 55.88 ,,,
period1,sc01,t2874, 57.12 ,,,
period1,sc01,t2875, 58.73 ,,,
period1,sc01,t2876, 59.87 ,,,
period1,sc01,t2877, 58.73 ,,,
period1,sc01,t2878, 58.69 ,,,
period1,sc01,t2879, 57.63 ,,,
period1,sc01,t2880, 56.56 ,,,
period1,sc01,t2881, 55.52 ,,,
period1,sc01,t2882, 55.71 ,,,
period1,sc01,t2883, 55 ,,,
period1,sc01,t2884, 55 ,,,
period1,sc01,t2885, 53 ,,,
period1,sc01,t2886, 53 ,,,
period1,sc01,t2887, 53 ,,,
period1,sc01,t2888, 54.94 ,,,
period1,sc01,t2889, 54.92 ,,,
period1,sc01,t2890, 54.92 ,,,
period1,sc01,t2891, 52.52 ,,,
period1,sc01,t2892, 52 ,,,
period1,sc01,t2893, 50.39 ,,,
period1,sc01,t2894, 45 ,,,
period1,sc01,t2895, 39.43 ,,,
period1,sc01,t2896, 36.47 ,,,
period1,sc01,t2897, 36 ,,,
period1,sc01,t2898, 38.49 ,,,
period1,sc01,t2899, 45 ,,,
period1,sc01,t2900, 55.16 ,,,
period1,sc01,t2901, 52.52 ,,,
period1,sc01,t2902, 44.69 ,,,
period1,sc01,t2903, 38.9 ,,,
period1,sc01,t2904, 36 ,,,
period1,sc01,t2905, 32 ,,,
period1,sc01,t2906, 33 ,,,
period1,sc01,t2907, 33.92 ,,,
period1,sc01,t2908, 36 ,,,
period1,sc01,t2909, 41.75 ,,,
period1,sc01,t2910, 47.76 ,,,
period1,sc01,t2911, 50.02 ,,,
period1,sc01,t2912, 52.89 ,,,
period1,sc01,t2913, 50.13 ,,,
period1,sc01,t2914, 48.87 ,,,
period1,sc01,t2915, 49.41 ,,,
period1,sc01,t2916, 49.42 ,,,
period1,sc01,t2917, 49.41 ,,,
period1,sc01,t2918, 48.99 ,,,
period1,sc01,t2919, 46.6 ,,,
period1,sc01,t2920, 47.4 ,,,
period1,sc01,t2921, 46.01 ,,,
period1,sc01,t2922, 47.86 ,,,
period1,sc01,t2923, 51.7 ,,,
period1,sc01,t2924, 58.09 ,,,
period1,sc01,t2925, 51.1 ,,,
period1,sc01,t2926, 48.28 ,,,
period1,sc01,t2927, 52.44 ,,,
period1,sc01,t2928, 45.6 ,,,
period1,sc01,t2929, 43 ,,,
period1,sc01,t2930, 44 ,,,
period1,sc01,t2931, 47.09 ,,,
period1,sc01,t2932, 49 ,,,
period1,sc01,t2933, 56.29 ,,,
period1,sc01,t2934, 57.79 ,,,
period1,sc01,t2935, 57.9 ,,,
period1,sc01,t2936, 57.79 ,,,
period1,sc01,t2937, 55.04 ,,,
period1,sc01,t2938, 52.89 ,,,
period1,sc01,t2939, 52 ,,,
period1,sc01,t2940, 50.61 ,,,
period1,sc01,t2941, 48.24 ,,,
period1,sc01,t2942, 46.49 ,,,
period1,sc01,t2943, 42 ,,,
period1,sc01,t2944, 41.34 ,,,
period1,sc01,t2945, 42.01 ,,,
period1,sc01,t2946, 43.96 ,,,
period1,sc01,t2947, 48.5 ,,,
period1,sc01,t2948, 57.67 ,,,
period1,sc01,t2949, 56.12 ,,,
