Period,Scenario,LoadLevel,Node,Component,Date,MWh
period1,sc01,t8321,Node3,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,ENS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,ElectricityDemand,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node3,ElectricityBuy,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,ElectricitySell,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node3,PowerFlowOut,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,PowerFlowIn,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,ENS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,ElectricityDemand,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node4,ElectricityBuy,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,ElectricitySell,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node4,PowerFlowOut,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node4,PowerFlowIn,2024-12-12 17:39:00,0.0
period1,sc01,t8322,Node1,BESS,2024-12-12 18:39:00,5.0
period1,sc01,t8322,Node1,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Wind,2024-12-12 18:39:00,15.7967475728155
period1,sc01,t8322,Node1,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,ENS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,ElectricityDemand,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node1,ElectricityBuy,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node1,ElectricitySell,2024-12-12 18:39:00,-20.7967475728155
period1,sc01,t8322,Node1,PowerFlowOut,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node1,PowerFlowIn,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,ENS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,ElectricityDemand,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node2,ElectricityBuy,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node2,ElectricitySell,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node2,PowerFlowOut,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node2,PowerFlowIn,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,ENS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,ElectricityDemand,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node3,ElectricityBuy,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,ElectricitySell,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node3,PowerFlowOut,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node3,PowerFlowIn,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,BESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Electrolyzer,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,H2ESS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,Wind,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,ENS,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,ElectricityDemand,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node4,ElectricityBuy,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,ElectricitySell,2024-12-12 18:39:00,-0.0
period1,sc01,t8322,Node4,PowerFlowOut,2024-12-12 18:39:00,0.0
period1,sc01,t8322,Node4,PowerFlowIn,2024-12-12 18:39:00,0.0
period1,sc01,t8323,Node1,BESS,2024-12-12 19:39:00,5.0
period1,sc01,t8323,Node1,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Wind,2024-12-12 19:39:00,14.974951456310702
period1,sc01,t8323,Node1,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,ENS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,ElectricityDemand,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node1,ElectricityBuy,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node1,ElectricitySell,2024-12-12 19:39:00,-19.974951456310702
period1,sc01,t8323,Node1,PowerFlowOut,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node1,PowerFlowIn,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,ENS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,ElectricityDemand,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node2,ElectricityBuy,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node2,ElectricitySell,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node2,PowerFlowOut,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node2,PowerFlowIn,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,ENS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,ElectricityDemand,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node3,ElectricityBuy,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,ElectricitySell,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node3,PowerFlowOut,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node3,PowerFlowIn,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,BESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Electrolyzer,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,H2ESS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,Wind,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,ENS,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,ElectricityDemand,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node4,ElectricityBuy,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,ElectricitySell,2024-12-12 19:39:00,-0.0
period1,sc01,t8323,Node4,PowerFlowOut,2024-12-12 19:39:00,0.0
period1,sc01,t8323,Node4,PowerFlowIn,2024-12-12 19:39:00,0.0
period1,sc01,t8324,Node1,BESS,2024-12-12 20:39:00,5.0
period1,sc01,t8324,Node1,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Wind,2024-12-12 20:39:00,14.3966504854369
period1,sc01,t8324,Node1,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,ENS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,ElectricityDemand,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node1,ElectricityBuy,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node1,ElectricitySell,2024-12-12 20:39:00,-19.3966504854369
period1,sc01,t8324,Node1,PowerFlowOut,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node1,PowerFlowIn,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,ENS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,ElectricityDemand,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node2,ElectricityBuy,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node2,ElectricitySell,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node2,PowerFlowOut,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node2,PowerFlowIn,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,ENS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,ElectricityDemand,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node3,ElectricityBuy,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,ElectricitySell,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node3,PowerFlowOut,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node3,PowerFlowIn,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,BESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Electrolyzer,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,H2ESS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,Wind,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,ENS,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,ElectricityDemand,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node4,ElectricityBuy,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,ElectricitySell,2024-12-12 20:39:00,-0.0
period1,sc01,t8324,Node4,PowerFlowOut,2024-12-12 20:39:00,0.0
period1,sc01,t8324,Node4,PowerFlowIn,2024-12-12 20:39:00,0.0
period1,sc01,t8325,Node1,BESS,2024-12-12 21:39:00,4.999999999999998
period1,sc01,t8325,Node1,Electrolyzer,2024-12-12 21:39:00,0.0
