Period,Scenario,LoadLevel,Node,Component,Date,MWh
period1,sc01,t8398,Node1,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node1,ENS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node1,ElectricityDemand,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node1,ElectricityBuy,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node1,ElectricitySell,2024-12-15 22:39:00,-25.0191262135922
period1,sc01,t8398,Node1,PowerFlowOut,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node1,PowerFlowIn,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,ENS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,ElectricityDemand,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node2,ElectricityBuy,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node2,ElectricitySell,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node2,PowerFlowOut,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node2,PowerFlowIn,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,ENS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,ElectricityDemand,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node3,ElectricityBuy,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,ElectricitySell,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node3,PowerFlowOut,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node3,PowerFlowIn,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,BESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Electrolyzer,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,H2ESS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,Wind,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,ENS,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,ElectricityDemand,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node4,ElectricityBuy,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,ElectricitySell,2024-12-15 22:39:00,-0.0
period1,sc01,t8398,Node4,PowerFlowOut,2024-12-15 22:39:00,0.0
period1,sc01,t8398,Node4,PowerFlowIn,2024-12-15 22:39:00,0.0
period1,sc01,t8399,Node1,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Wind,2024-12-15 23:39:00,24.4103883495146
period1,sc01,t8399,Node1,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,ENS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,ElectricityDemand,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node1,ElectricityBuy,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node1,ElectricitySell,2024-12-15 23:39:00,-24.4103883495146
period1,sc01,t8399,Node1,PowerFlowOut,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node1,PowerFlowIn,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,ENS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,ElectricityDemand,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node2,ElectricityBuy,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node2,ElectricitySell,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node2,PowerFlowOut,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node2,PowerFlowIn,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,ENS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,ElectricityDemand,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node3,ElectricityBuy,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,ElectricitySell,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node3,PowerFlowOut,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node3,PowerFlowIn,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,BESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Electrolyzer,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,H2ESS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,Wind,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,ENS,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,ElectricityDemand,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node4,ElectricityBuy,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,ElectricitySell,2024-12-15 23:39:00,-0.0
period1,sc01,t8399,Node4,PowerFlowOut,2024-12-15 23:39:00,0.0
period1,sc01,t8399,Node4,PowerFlowIn,2024-12-15 23:39:00,0.0
period1,sc01,t8400,Node1,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Wind,2024-12-16 00:39:00,22.9189805825243
period1,sc01,t8400,Node1,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,ENS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,ElectricityDemand,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node1,ElectricityBuy,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node1,ElectricitySell,2024-12-16 00:39:00,-22.9189805825243
period1,sc01,t8400,Node1,PowerFlowOut,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node1,PowerFlowIn,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,ENS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,ElectricityDemand,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node2,ElectricityBuy,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node2,ElectricitySell,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node2,PowerFlowOut,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node2,PowerFlowIn,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,ENS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,ElectricityDemand,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node3,ElectricityBuy,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,ElectricitySell,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node3,PowerFlowOut,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node3,PowerFlowIn,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,BESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Electrolyzer,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,H2ESS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,Wind,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,ENS,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,ElectricityDemand,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node4,ElectricityBuy,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,ElectricitySell,2024-12-16 00:39:00,-0.0
period1,sc01,t8400,Node4,PowerFlowOut,2024-12-16 00:39:00,0.0
period1,sc01,t8400,Node4,PowerFlowIn,2024-12-16 00:39:00,0.0
period1,sc01,t8401,Node1,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Wind,2024-12-16 01:39:00,22.9189805825243
period1,sc01,t8401,Node1,BESS,2024-12-16 01:39:00,-2.2222222222222205
period1,sc01,t8401,Node1,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,ENS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,ElectricityDemand,2024-12-16 01:39:00,-0.0
period1,sc01,t8401,Node1,ElectricityBuy,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node1,ElectricitySell,2024-12-16 01:39:00,-20.69675836030208
period1,sc01,t8401,Node1,PowerFlowOut,2024-12-16 01:39:00,-0.0
period1,sc01,t8401,Node1,PowerFlowIn,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,ENS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,ElectricityDemand,2024-12-16 01:39:00,-0.0
period1,sc01,t8401,Node2,ElectricityBuy,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node2,ElectricitySell,2024-12-16 01:39:00,-0.0
period1,sc01,t8401,Node2,PowerFlowOut,2024-12-16 01:39:00,-0.0
period1,sc01,t8401,Node2,PowerFlowIn,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Wind,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,BESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Electrolyzer,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,H2ESS,2024-12-16 01:39:00,0.0
period1,sc01,t8401,Node3,Wind,2024-12-16 01:39:00,0.0
