Period,Scenario,LoadLevel,Component,Date,MEUR
period1,sc01,t0150,TotalMCost,2024-09-22 17:29:00,0.0
period1,sc01,t0150,TotalGCost,2024-09-22 17:29:00,5.309377795999999e-05
period1,sc01,t0150,TotalECost,2024-09-22 17:29:00,0.0
period1,sc01,t0150,TotalCCost,2024-09-22 17:29:00,0.0
period1,sc01,t0150,TotalRCost,2024-09-22 17:29:00,-0.0
period1,sc01,t0151,TotalMCost,2024-09-22 18:29:00,-0.00022226209500000003
period1,sc01,t0151,TotalGCost,2024-09-22 18:29:00,0.00100233477244
period1,sc01,t0151,TotalECost,2024-09-22 18:29:00,0.0
period1,sc01,t0151,TotalCCost,2024-09-22 18:29:00,0.0
period1,sc01,t0151,TotalRCost,2024-09-22 18:29:00,-0.0
period1,sc01,t0152,TotalMCost,2024-09-22 19:29:00,-0.000195106725
period1,sc01,t0152,TotalGCost,2024-09-22 19:29:00,2.0335114799999994e-06
period1,sc01,t0152,TotalECost,2024-09-22 19:29:00,0.0
period1,sc01,t0152,TotalCCost,2024-09-22 19:29:00,0.0
period1,sc01,t0152,TotalRCost,2024-09-22 19:29:00,-0.0
period1,sc01,t0153,TotalMCost,2024-09-22 20:29:00,-0.0019591263454000014
period1,sc01,t0153,TotalGCost,2024-09-22 20:29:00,1.80756576e-06
period1,sc01,t0153,TotalECost,2024-09-22 20:29:00,0.0
period1,sc01,t0153,TotalCCost,2024-09-22 20:29:00,0.0
period1,sc01,t0153,TotalRCost,2024-09-22 20:29:00,-0.0
period1,sc01,t0154,TotalMCost,2024-09-22 21:29:00,-0.00011618727999999998
period1,sc01,t0154,TotalGCost,2024-09-22 21:29:00,1.2050438399999997e-06
period1,sc01,t0154,TotalECost,2024-09-22 21:29:00,0.0
period1,sc01,t0154,TotalCCost,2024-09-22 21:29:00,0.0
period1,sc01,t0154,TotalRCost,2024-09-22 21:29:00,-0.0
period1,sc01,t0155,TotalMCost,2024-09-22 22:29:00,-7.9326995e-05
period1,sc01,t0155,TotalGCost,2024-09-22 22:29:00,8.284676399999998e-07
period1,sc01,t0155,TotalECost,2024-09-22 22:29:00,0.0
period1,sc01,t0155,TotalCCost,2024-09-22 22:29:00,0.0
period1,sc01,t0155,TotalRCost,2024-09-22 22:29:00,-0.0
period1,sc01,t0156,TotalMCost,2024-09-22 23:29:00,-0.000158631
period1,sc01,t0156,TotalGCost,2024-09-22 23:29:00,1.6569352799999996e-06
period1,sc01,t0156,TotalECost,2024-09-22 23:29:00,0.0
period1,sc01,t0156,TotalCCost,2024-09-22 23:29:00,0.0
period1,sc01,t0156,TotalRCost,2024-09-22 23:29:00,-0.0
period1,sc01,t0157,TotalMCost,2024-09-23 00:29:00,-0.00025141655
period1,sc01,t0157,TotalGCost,2024-09-23 00:29:00,2.6360334e-06
period1,sc01,t0157,TotalECost,2024-09-23 00:29:00,0.0
period1,sc01,t0157,TotalCCost,2024-09-23 00:29:00,0.0
period1,sc01,t0157,TotalRCost,2024-09-23 00:29:00,-0.0
period1,sc01,t0158,TotalMCost,2024-09-23 01:29:00,-0.0002645480200000001
period1,sc01,t0158,TotalGCost,2024-09-23 01:29:00,2.86197912e-06
period1,sc01,t0158,TotalECost,2024-09-23 01:29:00,0.0
period1,sc01,t0158,TotalCCost,2024-09-23 01:29:00,0.0
period1,sc01,t0158,TotalRCost,2024-09-23 01:29:00,-0.0
period1,sc01,t0159,TotalMCost,2024-09-23 02:29:00,-0.00028524111
period1,sc01,t0159,TotalGCost,2024-09-23 02:29:00,3.1632400799999998e-06
period1,sc01,t0159,TotalECost,2024-09-23 02:29:00,0.0
period1,sc01,t0159,TotalCCost,2024-09-23 02:29:00,0.0
period1,sc01,t0159,TotalRCost,2024-09-23 02:29:00,-0.0
period1,sc01,t0160,TotalMCost,2024-09-23 03:29:00,0.0
period1,sc01,t0160,TotalGCost,2024-09-23 03:29:00,3.61513152e-06
period1,sc01,t0160,TotalECost,2024-09-23 03:29:00,0.0
period1,sc01,t0160,TotalCCost,2024-09-23 03:29:00,0.0
period1,sc01,t0160,TotalRCost,2024-09-23 03:29:00,-0.0
period1,sc01,t0161,TotalMCost,2024-09-23 04:29:00,-0.0004974032800000001
period1,sc01,t0161,TotalGCost,2024-09-23 04:29:00,5.34738204e-06
period1,sc01,t0161,TotalECost,2024-09-23 04:29:00,0.0
period1,sc01,t0161,TotalCCost,2024-09-23 04:29:00,0.0
period1,sc01,t0161,TotalRCost,2024-09-23 04:29:00,-0.0
period1,sc01,t0162,TotalMCost,2024-09-23 05:29:00,-0.004137383420000001
period1,sc01,t0162,TotalGCost,2024-09-23 05:29:00,6.3264801599999995e-06
period1,sc01,t0162,TotalECost,2024-09-23 05:29:00,0.0
period1,sc01,t0162,TotalCCost,2024-09-23 05:29:00,0.0
period1,sc01,t0162,TotalRCost,2024-09-23 05:29:00,-0.0
period1,sc01,t0163,TotalMCost,2024-09-23 06:29:00,-0.004111808285000001
period1,sc01,t0163,TotalGCost,2024-09-23 06:29:00,6.100534439999999e-06
period1,sc01,t0163,TotalECost,2024-09-23 06:29:00,0.0
period1,sc01,t0163,TotalCCost,2024-09-23 06:29:00,0.0
period1,sc01,t0163,TotalRCost,2024-09-23 06:29:00,-0.0
period1,sc01,t0164,TotalMCost,2024-09-23 07:29:00,-0.0005624190000000001
period1,sc01,t0164,TotalGCost,2024-09-23 07:29:00,5.874588719999999e-06
period1,sc01,t0164,TotalECost,2024-09-23 07:29:00,0.0
period1,sc01,t0164,TotalCCost,2024-09-23 07:29:00,0.0
period1,sc01,t0164,TotalRCost,2024-09-23 07:29:00,-0.0
period1,sc01,t0165,TotalMCost,2024-09-23 08:29:00,-0.0005893549200000002
period1,sc01,t0165,TotalGCost,2024-09-23 08:29:00,6.3264801599999995e-06
period1,sc01,t0165,TotalECost,2024-09-23 08:29:00,0.0
period1,sc01,t0165,TotalCCost,2024-09-23 08:29:00,0.0
period1,sc01,t0165,TotalRCost,2024-09-23 08:29:00,-0.0
period1,sc01,t0166,TotalMCost,2024-09-23 09:29:00,-0.0006517665000000001
period1,sc01,t0166,TotalGCost,2024-09-23 09:29:00,7.4562087599999995e-06
period1,sc01,t0166,TotalECost,2024-09-23 09:29:00,0.0
period1,sc01,t0166,TotalCCost,2024-09-23 09:29:00,0.0
period1,sc01,t0166,TotalRCost,2024-09-23 09:29:00,-0.0
period1,sc01,t0167,TotalMCost,2024-09-23 10:29:00,0.0
period1,sc01,t0167,TotalGCost,2024-09-23 10:29:00,9.037828799999998e-06
period1,sc01,t0167,TotalECost,2024-09-23 10:29:00,0.0
period1,sc01,t0167,TotalCCost,2024-09-23 10:29:00,0.0
period1,sc01,t0167,TotalRCost,2024-09-23 10:29:00,-0.0
period1,sc01,t0168,TotalMCost,2024-09-23 11:29:00,0.0
period1,sc01,t0168,TotalGCost,2024-09-23 11:29:00,1.0619448839999999e-05
period1,sc01,t0168,TotalECost,2024-09-23 11:29:00,0.0
period1,sc01,t0168,TotalCCost,2024-09-23 11:29:00,0.0
period1,sc01,t0168,TotalRCost,2024-09-23 11:29:00,-0.0
